,Region,iso_code3,Year,frac_trns_mtkm_dem_freight_water_borne
0,louisiana,LA,2011,0.02008168616993708
1,louisiana,LA,2012,0.020462311937230578
2,louisiana,LA,2013,0.02083146510937191
3,louisiana,LA,2014,0.13680963919293482
4,louisiana,LA,2015,0.01761778600557706
5,louisiana,LA,2016,0.02060299686008245
6,louisiana,LA,2017,0.020055367072565323
7,louisiana,LA,2018,0.020315036213408313
8,louisiana,LA,2019,0.13441850679076509
9,louisiana,LA,2020,0.021355999650033715
