"iso_code3","Region","Year","frac_wali_ww_domestic_rural_treatment_path_untreated_no_sewerage"
"LA","louisiana",2021,0.227450783162807
"LA","louisiana",2022,0.227450783162807
"LA","louisiana",2023,0.227450783162807
"LA","louisiana",2024,0.227450783162807
"LA","louisiana",2025,0.227450783162807
"LA","louisiana",2026,0.227450783162807
"LA","louisiana",2027,0.227450783162807
"LA","louisiana",2028,0.227450783162807
"LA","louisiana",2029,0.227450783162807
"LA","louisiana",2030,0.227450783162807
"LA","louisiana",2031,0.227450783162807
"LA","louisiana",2032,0.227450783162807
"LA","louisiana",2033,0.227450783162807
"LA","louisiana",2034,0.227450783162807
"LA","louisiana",2035,0.227450783162807
"LA","louisiana",2036,0.227450783162807
"LA","louisiana",2037,0.227450783162807
"LA","louisiana",2038,0.227450783162807
"LA","louisiana",2039,0.227450783162807
"LA","louisiana",2040,0.227450783162807
"LA","louisiana",2041,0.227450783162807
"LA","louisiana",2042,0.227450783162807
"LA","louisiana",2043,0.227450783162807
"LA","louisiana",2044,0.227450783162807
"LA","louisiana",2045,0.227450783162807
"LA","louisiana",2046,0.227450783162807
"LA","louisiana",2047,0.227450783162807
"LA","louisiana",2048,0.227450783162807
"LA","louisiana",2049,0.227450783162807
"LA","louisiana",2050,0.227450783162807
