Year,iso_code3,ef_ippu_tonne_c2hf5_per_mmm_gdp_product_use_ods_refrigeration
2014,CAN,0.204917211755583
2015,CAN,0.2189627096467611
2016,CAN,0.2336543838124077
2017,CAN,0.2543306027796546
2018,CAN,0.290757213828656
2019,CAN,0.2876200014084437
2020,CAN,0.2845497661126032
2010,CHE,0.1628698693009294
2011,CHE,0.1669796023767566
2012,CHE,0.1730586070567324
2013,CHE,0.1692804397196186
2014,CHE,0.1722890369617371
2015,CHE,0.1756341879601504
2016,CHE,0.1680871760359583
2017,CHE,0.1733841775762912
2018,CHE,0.1767761124056536
2019,CHE,0.1747878073341716
2020,CHE,0.1728437320609132
2010,CHL,0.3799855867532976
2011,CHL,0.7871802962097756
2012,CHL,0.8649280207419031
2013,CHL,0.6123426734432466
2014,CHL,0.6908791495476674
2015,CHL,0.7632613241255481
2016,CHL,0.8509839847965538
2017,CHL,1.0223509680027414
2018,CHL,1.1891816740498735
2019,CHL,1.1736477843319364
2020,CHL,1.158514489969494
2010,CHN,0.2067617090865616
2011,CHN,0.3072386000616195
2012,CHN,0.3772072343381042
2013,CHN,0.4845047080272108
2014,CHN,0.4856222819888353
2015,CHN,0.4867866734400936
2016,CHN,0.4907045601801783
2017,CHN,0.5034985492490538
2018,CHN,0.5148162388298505
2019,CHN,0.486734099704299
2020,CHN,0.4615571324115932
2010,CIV,0.9818181776465388
2011,CIV,0.902950883622072
2012,CIV,0.8858729719298908
2013,CIV,0.8887658715761748
2014,CIV,0.8914218150509431
2015,CIV,0.8938687570413733
2016,CIV,0.9240104588807956
2017,CIV,0.9459780080037882
2018,CIV,0.9773179043129046
2019,CIV,0.922415539916034
2020,CIV,0.8733535367438747
2010,CMR,1.066929189487835
2011,CMR,0.9828736533561544
2012,CMR,0.965761931770901
2013,CMR,0.9702756893223674
2014,CMR,0.9744309090547856
2015,CMR,0.978268658525158
2016,CMR,1.0477151891054413
2017,CMR,1.1074984121728166
2018,CMR,1.1779288852125445
2019,CMR,1.141638856710683
2020,CMR,1.107518068291958
2010,COD,1.6938404537904568
2011,COD,1.5077404645142578
2012,COD,1.4371787503782316
2013,COD,1.4053385337970437
2014,COD,1.3774947337433912
2015,COD,1.3529393320635394
2016,COD,1.4407806030876
2017,COD,1.5149790806520265
2018,COD,1.603422838679058
2019,COD,1.5469070683104624
2020,COD,1.49423967195154
2010,COG,0.3048368843260335
2011,COG,0.2830644852565905
2012,COG,0.2801816010981541
2013,COG,0.2834026770661739
2014,COG,0.286406776200202
2015,COG,0.2892151597272013
2016,COG,0.3338940678438873
2017,COG,0.3806748778795629
2018,COG,0.4370357140066872
2019,COG,0.4576763898450439
2020,COG,0.4803633796881889
2010,COL,0.2760114068856484
2011,COL,0.2546202977453358
2012,COL,0.2505058792131038
2013,COL,0.2519709212983423
2014,COL,0.2533226185947931
2015,COL,0.2545736357750739
2016,COL,0.2784459710610705
2017,COL,0.3003035073948329
2018,COL,0.3255842990422672
2019,COL,0.3213919957409631
2020,COL,0.3173062822149507
2010,COM,0.0
2011,COM,0.0
2012,COM,0.0
2013,COM,0.0
2014,COM,0.0
2015,COM,0.0
2016,COM,0.0
2017,COM,0.0
2018,COM,0.0
2019,COM,0.0
2020,COM,0.0
2010,CPV,0.0
2011,CPV,0.0
2012,CPV,0.0
2013,CPV,0.0
2014,CPV,0.0
2015,CPV,0.0
2016,CPV,0.0
2017,CPV,0.0
2018,CPV,0.0
2019,CPV,0.0
2020,CPV,0.0
2010,CRI,0.1380575963297038
2011,CRI,0.1276371833366335
2012,CRI,0.1258273787435909
2013,CRI,0.1267978628175225
2014,CRI,0.1276964706279387
2015,CRI,0.1285308942621119
2016,CRI,0.1395618713171373
2017,CRI,0.1494595966122567
2018,CRI,0.1609403422197798
2019,CRI,0.1578229494000055
2020,CRI,0.1548240287509026
2010,CUB,0.0746020308099701
2011,CUB,0.0700856478552044
2012,CUB,0.0701344982773804
2013,CUB,0.071673825446158
2014,CUB,0.0731384236182495
2015,CUB,0.0745336055853651
2016,CUB,0.0823848938157585
2017,CUB,0.0897761344982835
2018,CUB,0.098329926705154
2019,CUB,0.0980412734779718
2020,CUB,0.0977543100071341
2010,CUW,0.0
2011,CUW,0.0
2012,CUW,0.0
2013,CUW,0.0
2014,CUW,0.0
2015,CUW,0.0
2016,CUW,0.0
2017,CUW,0.0
2018,CUW,0.0
2019,CUW,0.0
2020,CUW,0.0
2010,CYM,0.0746020308099701
2011,CYM,0.0700856478552044
2012,CYM,0.0701344982773804
2013,CYM,0.071673825446158
2014,CYM,0.0731384236182495
2015,CYM,0.0745336055853651
2016,CYM,0.0823848938157585
2017,CYM,0.0897761344982835
2018,CYM,0.098329926705154
2019,CYM,0.0980412734779718
2020,CYM,0.0977543100071341
2010,CYP,0.4346600213121542
2011,CYP,0.5301227848254864
2012,CYP,0.5495701301409793
2013,CYP,0.5653864825728475
2014,CYP,0.5802386475381149
2015,CYP,0.598039639708802
2016,CYP,0.6275462173965181
2017,CYP,0.6393370610880933
2018,CYP,0.648886356280806
2019,CYP,0.6323397612030494
2020,CYP,0.6166160583734395
2010,CZE,0.4888356978770633
2011,CZE,0.5556380860038551
2012,CZE,0.5701121014622633
2013,CZE,0.600262521678652
2014,CZE,0.6338953360703213
2015,CZE,0.65960880366777
2016,CZE,0.7062846904547977
2017,CZE,0.7405009917780757
2018,CZE,0.7191177247513774
2019,CZE,0.7027886363098346
2020,CZE,0.6871846557198689
2010,DEU,0.1000687435438532
2011,DEU,0.105717634205493
2012,DEU,0.1103974790101299
2013,DEU,0.1083633799861146
2014,DEU,0.1078959847721173
2015,DEU,0.1064847459840952
2016,DEU,0.1071926634939949
2017,DEU,0.1082382452905251
2018,DEU,0.1077082894797767
2019,DEU,0.1067222551098295
2020,DEU,0.1057541106120353
2010,DJI,0.0
2011,DJI,0.0
2012,DJI,0.0
2013,DJI,0.0
2014,DJI,0.0
2015,DJI,0.0
2016,DJI,0.0
2017,DJI,0.0
2018,DJI,0.0
2019,DJI,0.0
2020,DJI,0.0
2010,DMA,0.0
2011,DMA,0.0
2012,DMA,0.0
2013,DMA,0.0
2014,DMA,0.0
2015,DMA,0.0
2016,DMA,0.0
2017,DMA,0.0
2018,DMA,0.0
2019,DMA,0.0
2020,DMA,0.0
2010,DNK,0.1784435550330175
2011,DNK,0.1619615145868688
2012,DNK,0.1542414769534121
2013,DNK,0.148796435168849
2014,DNK,0.1378813426499545
2015,DNK,0.114298690552268
2016,DNK,0.1282458279367848
2017,DNK,0.1125739747985744
2018,DNK,0.1280623031815036
2019,DNK,0.1260462890879794
2020,DNK,0.124092765237417
2010,DOM,0.2763562361709344
2011,DOM,0.2522976877383869
2012,DOM,0.2458874085620576
2013,DOM,0.2452058914049675
2014,DOM,0.2445873840356064
2015,DOM,0.2440235257034155
2016,DOM,0.2586038726914735
2017,DOM,0.2707055871184805
2018,DOM,0.285326464236005
2019,DOM,0.274217336150155
2020,DOM,0.263940852524177
2010,DZA,0.1180732283193637
2011,DZA,0.1085111656117039
2012,DZA,0.1063896881571809
2013,DZA,0.1066737342064943
2014,DZA,0.1069342173178188
2015,DZA,0.1071739527061646
2016,DZA,0.117496815843722
2017,DZA,0.1270078234853007
2018,DZA,0.1380050224919149
2019,DZA,0.1365227912598504
2020,DZA,0.1350720612491041
2010,ECU,0.103568786414187
2011,ECU,0.0977052822575844
2012,ECU,0.098162588921883
2013,ECU,0.1006979839759743
2014,ECU,0.1031282334489677
2015,ECU,0.1054597409421432
2016,ECU,0.1172771312130906
2017,ECU,0.1285754789209132
2018,ECU,0.141682068880819
2019,ECU,0.1421250045986541
2020,ECU,0.1425707184707549
2010,EGY,0.3943048981229557
2011,EGY,0.356262949882433
2012,EGY,0.3440222914266334
2013,EGY,0.3402467671271641
2014,EGY,0.3368736511332704
2015,EGY,0.3338418618988773
2016,EGY,0.3530065044848804
2017,EGY,0.3687793027015927
2018,EGY,0.3879767894798309
2019,EGY,0.3722348441928879
2020,EGY,0.3577205300267065
2010,ERI,0.0
2011,ERI,0.0
2012,ERI,0.0
2013,ERI,0.0
2014,ERI,0.0
2015,ERI,0.0
2016,ERI,0.0
2017,ERI,0.0
2018,ERI,0.0
2019,ERI,0.0
2020,ERI,0.0
2010,ESP,0.7135315805379795
2011,ESP,0.7061096944242744
2012,ESP,0.7111350036305805
2013,ESP,0.707530343714714
2014,ESP,0.6916950938035771
2015,ESP,0.373704204440346
2016,ESP,0.3358739115696879
2017,ESP,0.2546363431832368
2018,ESP,0.1723595141527166
2019,ESP,0.1706018910089731
2020,ESP,0.1688797524724703
2010,EST,0.3413652692026229
2011,EST,0.3500910037685623
2012,EST,0.3652834180239124
2013,EST,0.3848765887312909
2014,EST,0.3957652224914669
2015,EST,0.4023693193630988
2016,EST,0.4148358554395348
2017,EST,0.4054586780664058
2018,EST,0.4120680856747373
2019,EST,0.4003543974636174
2020,EST,0.3892882618371647
2010,ETH,0.0
2011,ETH,0.0
2012,ETH,0.0
2013,ETH,0.0
2014,ETH,0.0
2015,ETH,0.0
2016,ETH,0.0
2017,ETH,0.0
2018,ETH,0.0
2019,ETH,0.0
2020,ETH,0.0
2010,FIN,0.3290549977080306
2011,FIN,0.3312916491799701
2012,FIN,0.3330330372638332
2013,FIN,0.3312332416545544
2014,FIN,0.3281544606045649
2015,FIN,0.3248993396280015
2016,FIN,0.3142552496255601
2017,FIN,0.3024636995432731
2018,FIN,0.3070818922521952
2019,FIN,0.3033925335783289
2020,FIN,0.299790772244203
2010,FJI,0.7386679359693028
2011,FJI,0.6902430792046633
2012,FJI,0.6872413459428871
2013,FJI,0.6989758147213102
2014,FJI,0.7100373091475624
2015,FJI,0.7204818785572478
2016,FJI,0.7937048348267287
2017,FJI,0.8620377938552393
2018,FJI,0.941062395556746
2019,FJI,0.935237649929104
2020,FJI,0.9294845657701865
2010,FRA,0.3288286803939985
2011,FRA,0.3447825713481666
2012,FRA,0.346532640327891
2013,FRA,0.3457232941080455
2014,FRA,0.345085134978131
2015,FRA,0.3425475302656194
2016,FRA,0.3433302426489103
2017,FRA,0.3330236245647626
2018,FRA,0.3247166989254699
2019,FRA,0.3228707082329891
2020,FRA,0.3210455875403279
2010,FRO,0.4982051637742875
2011,FRO,0.6114764801722201
2012,FRO,0.6384987902062493
2013,FRO,0.731638019101793
2014,FRO,0.7324448046594434
2015,FRO,0.7657719924463553
2016,FRO,0.8464800376973237
2017,FRO,0.7628363065839401
2018,FRO,0.6196382841787618
2019,FRO,0.6047406281662184
2020,FRO,0.5905425074852786
2010,FSM,0.0
2011,FSM,0.0
2012,FSM,0.0
2013,FSM,0.0
2014,FSM,0.0
2015,FSM,0.0
2016,FSM,0.0
2017,FSM,0.0
2018,FSM,0.0
2019,FSM,0.0
2020,FSM,0.0
2010,GAB,0.6807364971709311
2011,GAB,0.6192093305098153
2012,GAB,0.6015079808228407
2013,GAB,0.59807882555174
2014,GAB,0.5949840617711245
2015,GAB,0.592177086347334
2016,GAB,0.6458651535957802
2017,GAB,0.6946405841284407
2018,GAB,0.7510979242113276
2019,GAB,0.7394938506077612
2020,GAB,0.7282428756576211
2010,GBR,0.195770708716112
2011,GBR,0.2102609347380793
2012,GBR,0.2245503866118676
2013,GBR,0.234382217847073
2014,GBR,0.2382636628892543
2015,GBR,0.2364281591777333
2016,GBR,0.2402847662907967
2017,GBR,0.2417486837667077
2018,GBR,0.2373623731561856
2019,GBR,0.235782864499877
2020,GBR,0.234224238307341
2010,GEO,0.4988905859918124
2011,GEO,0.8554085805049279
2012,GEO,1.4008554027152225
2013,GEO,0.8539267570012309
2014,GEO,0.9337446284683076
2015,GEO,1.013584240049478
2016,GEO,1.0706307335105674
2017,GEO,1.1251240132472418
2018,GEO,1.1785374021761954
2019,GEO,1.1420068772928285
2020,GEO,1.1076729032664718
2010,GHA,0.7783386649632674
2011,GHA,0.6982306342405504
2012,GHA,0.6700322875979182
2013,GHA,0.6590287484957825
2014,GHA,0.6493000276514922
2015,GHA,0.6406367247513092
2016,GHA,0.6739832376875763
2017,GHA,0.7008622959651981
2018,GHA,0.7342583460287715
2019,GHA,0.7017651801338538
2020,GHA,0.6720259855411271
2010,GIB,0.1846826807993201
2011,GIB,0.1683063751489117
2012,GIB,0.1637696952245516
2013,GIB,0.1630819656705894
2014,GIB,0.1624595209726133
2015,GIB,0.1618934807121481
2016,GIB,0.1760961103546372
2017,GIB,0.188902844893756
2018,GIB,0.2037434151605474
2019,GIB,0.2001089897829863
2020,GIB,0.1966019555267792
2010,GIN,0.9957799409208524
2011,GIN,0.9210727796654083
2012,GIN,0.9084238846276788
2013,GIN,0.9158133422567536
2014,GIN,0.9226609651801656
2015,GIN,0.9290242802746717
2016,GIN,0.9597183597886432
2017,GIN,0.9819694261840584
2018,GIN,1.0139876591578416
2019,GIN,0.9565950778208352
2020,GIN,0.905351402853436
2010,GMB,0.0
2011,GMB,0.0
2012,GMB,0.0
2013,GMB,0.0
2014,GMB,0.0
2015,GMB,0.0
2016,GMB,0.0
2017,GMB,0.0
2018,GMB,0.0
2019,GMB,0.0
2020,GMB,0.0
2010,GNB,0.0
2011,GNB,0.0
2012,GNB,0.0
2013,GNB,0.0
2014,GNB,0.0
2015,GNB,0.0
2016,GNB,0.0
2017,GNB,0.0
2018,GNB,0.0
2019,GNB,0.0
2020,GNB,0.0
2010,GNQ,0.1377896330165651
2011,GNQ,0.1282319583336455
2012,GNQ,0.127187587871164
2013,GNQ,0.1288969597335296
2014,GNQ,0.1304971308098112
2015,GNQ,0.1319982414054853
2016,GNQ,0.1541205584513968
2017,GNQ,0.1779089198082608
2018,GNQ,0.2070692641555517
2019,GNQ,0.2201759758070355
2020,GNQ,0.2350540179354323
2010,GRC,0.632955110262616
2011,GRC,0.7334629873195769
2012,GRC,0.8740633188548022
2013,GRC,1.0632604683908018
2014,GRC,1.141342477848852
2015,GRC,1.2180603646808472
2016,GRC,1.3618977689439984
2017,GRC,1.4043743986251604
2018,GRC,1.3964061624234052
2019,GRC,1.3929894807233314
2020,GRC,1.3895894778678537
2010,GRD,0.0
2011,GRD,0.0
2012,GRD,0.0
2013,GRD,0.0
2014,GRD,0.0
2015,GRD,0.0
2016,GRD,0.0
2017,GRD,0.0
2018,GRD,0.0
2019,GRD,0.0
2020,GRD,0.0
2010,GRL,0.4982051637742875
2011,GRL,0.6114764801722201
2012,GRL,0.6384987902062493
2013,GRL,0.731638019101793
2014,GRL,0.7324448046594434
2015,GRL,0.7657719924463553
2016,GRL,0.8464800376973237
2017,GRL,0.7628363065839401
2018,GRL,0.6196382841787618
2019,GRL,0.6047406281662184
2020,GRL,0.5905425074852786
2010,GTM,0.0524952378611975
2011,GTM,0.0490898810931841
2012,GTM,0.0489101705556684
2013,GTM,0.0497776707113481
2014,GTM,0.0505964508091336
2015,GTM,0.0513704917123782
2016,GTM,0.055334240817528
2017,GTM,0.0588082337744065
2018,GTM,0.0628667335550404
2019,GTM,0.0612225821143135
2020,GTM,0.0596622377384013
2010,GUM,0.2473946437987849
2011,GUM,0.2284537515630312
2012,GUM,0.2249720355345271
2013,GUM,0.2264822083334589
2014,GUM,0.2278778512488134
2015,GUM,0.2291715144729352
2016,GUM,0.2417668883141493
2017,GUM,0.2520378532672744
2018,GUM,0.2646483342053539
2019,GUM,0.2534625917177373
2020,GUM,0.2431840673410906
2010,GUY,0.0
2011,GUY,0.0
2012,GUY,0.0
2013,GUY,0.0
2014,GUY,0.0
2015,GUY,0.0
2016,GUY,0.0
2017,GUY,0.0
2018,GUY,0.0
2019,GUY,0.0
2020,GUY,0.0
2010,HKG,0.0
2011,HKG,0.0
2012,HKG,0.0
2013,HKG,0.0
2014,HKG,0.0
2015,HKG,0.0
2016,HKG,0.0
2017,HKG,0.0
2018,HKG,0.0
2019,HKG,0.0
2020,HKG,0.0
2010,HND,0.3029753181418545
2011,HND,0.2795406154946439
2012,HND,0.2750651026638492
2013,HND,0.2767122487311872
2014,HND,0.2782323829017815
2015,HND,0.2796396253797292
2016,HND,0.3020986217334845
2017,HND,0.3219556766136727
2018,HND,0.3450805291923865
2019,HND,0.3368960126925733
2020,HND,0.3290907372818661
2010,HRV,0.2055743301710079
2011,HRV,0.2275844790471428
2012,HRV,0.2282569477272817
2013,HRV,0.3567458019291313
2014,HRV,0.3560230103596863
2015,HRV,0.3576468758100921
2016,HRV,0.3561453201997449
2017,HRV,0.3564909572812206
2018,HRV,0.3562861117090246
2019,HRV,0.3507376892152729
2020,HRV,0.3453594273295295
2010,HTI,0.0
2011,HTI,0.0
2012,HTI,0.0
2013,HTI,0.0
2014,HTI,0.0
2015,HTI,0.0
2016,HTI,0.0
2017,HTI,0.0
2018,HTI,0.0
2019,HTI,0.0
2020,HTI,0.0
2010,HUN,0.2643206548316479
2011,HUN,0.297598691453323
2012,HUN,0.3023887495980603
2013,HUN,0.3204242823500604
2014,HUN,0.3817904237446934
2015,HUN,0.3792985910799819
2016,HUN,0.3992255787469847
2017,HUN,0.4268383387276008
2018,HUN,0.434578594272565
2019,HUN,0.4226810753884952
2020,HUN,0.4114176372600386
2010,IDN,0.1897507509163974
2011,IDN,0.1708549707149469
2012,IDN,0.1644870423490536
2013,IDN,0.1622475940269901
2014,IDN,0.1602569219609757
2015,IDN,0.1584757526779955
2016,IDN,0.1677917706520023
2017,IDN,0.1754975557784269
2018,IDN,0.1848347859354732
2019,IDN,0.177513119378649
2020,IDN,0.170749402351742
2010,IMN,0.2602970230594736
2011,IMN,0.252488694860831
2012,IMN,0.246134534354697
2013,IMN,0.256817833314056
2014,IMN,0.2878970134986294
2015,IMN,0.2930588409945461
2016,IMN,0.3024545101037915
2017,IMN,0.2759298312344396
2018,IMN,0.1862977324059883
2019,IMN,0.1754596839363017
2020,IMN,0.165813334853804
2010,IND,0.3789746164938695
2011,IND,0.4141160992968388
2012,IND,0.4440108074914141
