"Year","Region","iso_code3","cost_enfu_fuel_biogas_usd_per_mmbtu"
2015,"louisiana","LA",16.1713103335738
2016,"louisiana","LA",16.1713103335738
2017,"louisiana","LA",16.1713103335738
2018,"louisiana","LA",16.1713103335738
2019,"louisiana","LA",16.1713103335738
2020,"louisiana","LA",16.1713103335738
2021,"louisiana","LA",20.0388901930141
2022,"louisiana","LA",19.1215629729806
2023,"louisiana","LA",19.2909113968176
