iso_code3,Region,Year,frac_inen_energy_other_product_manufacturing_furnace_gas
LA,louisiana,2000,0.0088435294561157
LA,louisiana,2001,0.0087423599434168
LA,louisiana,2002,0.0092113195503386
LA,louisiana,2003,0.0091333198024891
LA,louisiana,2004,0.005911721861604
LA,louisiana,2005,0.0063435005550563
LA,louisiana,2006,0.0130415346083527
LA,louisiana,2007,0.0137337733512658
LA,louisiana,2008,0.0136630254277313
LA,louisiana,2009,0.0148566574644298
LA,louisiana,2010,0.014188047242578
LA,louisiana,2011,0.0141852912197824
LA,louisiana,2012,0.013705010080087
LA,louisiana,2013,0.0120129384786155
LA,louisiana,2014,0.0112912705814126
LA,louisiana,2015,0.01138038369724
LA,louisiana,2016,0.0131075445158991
LA,louisiana,2017,0.0112875697619977
LA,louisiana,2018,0.0114508677219455
LA,louisiana,2019,0.0113583192962755
LA,louisiana,2020,0.0114999311381368
