Year,frac_trns_fuelmix_road_heavy_freight_gasoline
2008,0.10050381344962861
2009,0.10050127372832607
2010,0.10050561706416948
2011,0.10050363931146297
2012,0.10049346376937061
2013,0.10049292683750294
2014,0.10050484920951243
2015,0.1004913430042115
2016,0.10050144899221777
2017,0.1004993162230067
2018,0.1005024334157597
2019,0.10049961568024597
