iso_code3,Region,Year,nemomod_entc_renewable_energy_tag_pp_wind
LA,louisiana,2015,1.0
LA,louisiana,2016,1.0
LA,louisiana,2017,1.0
LA,louisiana,2018,1.0
LA,louisiana,2019,1.0
LA,louisiana,2020,1.0
LA,louisiana,2021,1.0
LA,louisiana,2022,1.0
LA,louisiana,2023,1.0
LA,louisiana,2024,1.0
