iso_code3,Region,Year,frac_inen_energy_recycled_plastic_oil
LA,louisiana,2000,0.0205145099836708
LA,louisiana,2001,0.0215770052437366
LA,louisiana,2002,0.0240771979985704
LA,louisiana,2003,0.028029549223579
LA,louisiana,2004,0.028902276150152
LA,louisiana,2005,0.0326490222721096
LA,louisiana,2006,0.0383241228633851
LA,louisiana,2007,0.0383224407256528
LA,louisiana,2008,0.0383196359916757
LA,louisiana,2009,0.0383234564498346
LA,louisiana,2010,0.0101902272562259
LA,louisiana,2011,0.0102424058528033
LA,louisiana,2012,0.0089820740599229
LA,louisiana,2013,0.0095950566167937
LA,louisiana,2014,0.0171338614665854
LA,louisiana,2015,0.0197123604545911
LA,louisiana,2016,0.0448656829360575
LA,louisiana,2017,0.0421073879693177
LA,louisiana,2018,0.0153890423572744
LA,louisiana,2019,0.0179759481961147
LA,louisiana,2020,0.0176351849695275
