Unit: people,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,2036.0,2037.0,2038.0,2039.0,2040.0,2041.0,2042.0,2043.0,2044.0,2045.0,2046.0,2047.0,2048.0,2049.0,2050.0
Population,4697227.0,4730938.0,4764493.0,4797824.0,4830865.0,4863552.0,4895851.0,4927806.0,4959294.0,4990255.0,5020637.0,5050398.0,5079506.0,5107942.0,5135702.0,5162794.0,5189230.0,5215032.0,5240228.0,5264845.0,5288917.0,5312480.0,5335575.0,5358250.0,5380554.0,5402549.0,5424301.0,5445879.0,5467323.0,5488691.0,5510041.0,5531423.0
