Year,iso_code3,ef_ippu_tonne_c2f6_per_tonne_production_metals
2017,URY,0.0
2018,URY,0.0
2019,URY,0.0
2020,URY,0.0
2010,USA,1.5403971661208776e-07
2011,USA,1.394914146111613e-07
2012,USA,1.274120882840124e-07
2013,USA,9.625634434488852e-08
2014,USA,1.0672054154193979e-07
2015,USA,6.55138596390899e-08
2016,USA,3.630772709026407e-08
2017,USA,3.097367768232413e-08
2018,USA,3.562807435391615e-08
2019,USA,5.8614299577836795e-08
2020,USA,5.9375551423426696e-08
2010,UZB,0.0
2011,UZB,0.0
2012,UZB,0.0
2013,UZB,0.0
2014,UZB,0.0
2015,UZB,0.0
2016,UZB,0.0
2017,UZB,0.0
2018,UZB,0.0
2019,UZB,0.0
2020,UZB,0.0
2010,VCT,0.0
2011,VCT,0.0
2012,VCT,0.0
2013,VCT,0.0
2014,VCT,0.0
2015,VCT,0.0
2016,VCT,0.0
2017,VCT,0.0
2018,VCT,0.0
2019,VCT,0.0
2020,VCT,0.0
2010,VEN,9.802733039515388e-07
2011,VEN,4.172915569499823e-07
2012,VEN,1.6828594591055149e-07
2013,VEN,1.785862112519977e-07
2014,VEN,1.5761377854476978e-07
2015,VEN,9.244439617359798e-08
2016,VEN,8.95073966646725e-08
2017,VEN,8.28095642611936e-08
2018,VEN,3.939543240955313e-08
2019,VEN,3.939543240955313e-08
2020,VEN,3.939543240955313e-08
2010,VGB,0.0
2011,VGB,0.0
2012,VGB,0.0
2013,VGB,0.0
2014,VGB,0.0
2015,VGB,0.0
2016,VGB,0.0
2017,VGB,0.0
2018,VGB,0.0
2019,VGB,0.0
2020,VGB,0.0
2010,VIR,0.0
2011,VIR,0.0
2012,VIR,0.0
2013,VIR,0.0
2014,VIR,0.0
2015,VIR,0.0
2016,VIR,0.0
2017,VIR,0.0
2018,VIR,0.0
2019,VIR,0.0
2020,VIR,0.0
2010,VNM,0.0
2011,VNM,0.0
2012,VNM,0.0
2013,VNM,0.0
2014,VNM,0.0
2015,VNM,0.0
2016,VNM,0.0
2017,VNM,0.0
2018,VNM,0.0
2019,VNM,0.0
2020,VNM,0.0
2010,VUT,0.0
2011,VUT,0.0
2012,VUT,0.0
2013,VUT,0.0
2014,VUT,0.0
2015,VUT,0.0
2016,VUT,0.0
2017,VUT,0.0
2018,VUT,0.0
2019,VUT,0.0
2020,VUT,0.0
2010,WSM,0.0
2011,WSM,0.0
2012,WSM,0.0
2013,WSM,0.0
2014,WSM,0.0
2015,WSM,0.0
2016,WSM,0.0
2017,WSM,0.0
2018,WSM,0.0
2019,WSM,0.0
2020,WSM,0.0
2010,XKX,0.0
2011,XKX,0.0
2012,XKX,0.0
2013,XKX,0.0
2014,XKX,0.0
2015,XKX,0.0
2016,XKX,0.0
2017,XKX,0.0
2018,XKX,0.0
2019,XKX,0.0
2020,XKX,0.0
2010,YEM,0.0
2011,YEM,0.0
2012,YEM,0.0
2013,YEM,0.0
2014,YEM,0.0
2015,YEM,0.0
2016,YEM,0.0
2017,YEM,0.0
2018,YEM,0.0
2019,YEM,0.0
2020,YEM,0.0
2010,ZAF,2.6579377633931906e-07
2011,ZAF,2.698048833605436e-07
2012,ZAF,1.7543078666195836e-07
2013,ZAF,2.130925485812726e-07
2014,ZAF,1.4144194835195413e-07
2015,ZAF,2.0373927445627395e-07
2016,ZAF,1.5401571330899064e-07
2017,ZAF,1.2931559646240498e-07
2018,ZAF,1.263029606451559e-07
2019,ZAF,1.222157190761658e-07
2020,ZAF,1.470579874049481e-07
2010,ZMB,0.0
2011,ZMB,0.0
2012,ZMB,0.0
2013,ZMB,0.0
2014,ZMB,0.0
2015,ZMB,0.0
2016,ZMB,0.0
2017,ZMB,0.0
2018,ZMB,0.0
2019,ZMB,0.0
2020,ZMB,0.0
2010,ZWE,0.0
2011,ZWE,0.0
2012,ZWE,0.0
2013,ZWE,0.0
2014,ZWE,0.0
2015,ZWE,0.0
2016,ZWE,0.0
2017,ZWE,0.0
2018,ZWE,0.0
2019,ZWE,0.0
2020,ZWE,0.0
