Year,iso_code3,pij_lndu_forests_secondary_to_croplands
2015,LA,0.0013992056427547818
2016,LA,0.0005837590884131207
2017,LA,0.0006387214906430805
2018,LA,0.00010595350508709604
2019,LA,0.0006812340412315665
