"iso_code3","frac_waso_initial_composition_mun_food","Year"
"LA",0.149,2010
"LA",0.149,2011
"LA",0.149,2012
"LA",0.149,2013
"LA",0.149,2014
"LA",0.149,2015
"LA",0.149,2016
"LA",0.149,2017
"LA",0.149,2018
"LA",0.149,2019
"LA",0.149,2020
