iso_code3,Region,Year,frac_inen_energy_other_product_manufacturing_electricity
LA,louisiana,2021,0.2391013494222613
LA,louisiana,2022,0.2296449511295471
LA,louisiana,2023,0.2228470098121061
LA,louisiana,2024,0.2152945179882668
LA,louisiana,2025,0.2074028283672246
LA,louisiana,2026,0.1990847551046468
LA,louisiana,2027,0.1908991672809671
LA,louisiana,2028,0.183042111128949
LA,louisiana,2029,0.1755151876137149
LA,louisiana,2030,0.1682888396040561
LA,louisiana,2031,0.1612845948573767
LA,louisiana,2032,0.154512390283629
LA,louisiana,2033,0.1479508977585526
LA,louisiana,2034,0.1416207075792969
LA,louisiana,2035,0.1355068315920215
LA,louisiana,2036,0.1296147242899606
LA,louisiana,2037,0.1239085121748342
LA,louisiana,2038,0.1184119800659131
LA,louisiana,2039,0.1131159803751854
LA,louisiana,2040,0.1079582256002872
LA,louisiana,2041,0.1029454864136075
LA,louisiana,2042,0.0981334604045899
LA,louisiana,2043,0.0939133369189888
LA,louisiana,2044,0.0906551758916306
LA,louisiana,2045,0.0875316608001844
LA,louisiana,2046,0.084537352923709
LA,louisiana,2047,0.0816660348594307
LA,louisiana,2048,0.0789124178552947
LA,louisiana,2049,0.0762708923861741
LA,louisiana,2050,0.0737364542617449
