iso_code3,Region,Year,exports_enfu_pj_fuel_hydrocarbon_gas_liquids
LA,louisiana,2015,8.586000000000013
LA,louisiana,2016,8.586000000000013
LA,louisiana,2017,8.586000000000013
LA,louisiana,2018,8.586000000000013
LA,louisiana,2019,8.586000000000013
LA,louisiana,2020,8.586000000000013
LA,louisiana,2021,8.586000000000013
LA,louisiana,2022,8.586000000000013
LA,louisiana,2023,8.586000000000013
LA,louisiana,2024,8.586000000000013
