iso_code3,Region,Year,nemomod_entc_frac_min_share_production_pp_solar
LA,louisiana,2015,0.008556232165743
LA,louisiana,2016,0.011993952095733238
LA,louisiana,2017,0.017232537202135443
LA,louisiana,2018,0.019943925670108283
LA,louisiana,2019,0.023046410249481543
LA,louisiana,2020,0.029074777141880677
LA,louisiana,2021,0.035962915707959085
LA,louisiana,2022,0.04297200263814794
LA,louisiana,2023,0.049991762191640664
LA,louisiana,2024,0.018116036706300267
