Year,frac_scoe_heat_energy_residential_natural_gas,Iso_code3,Region
2015,0.2547297297297297,LA,louisiana
2016,0.2309352517985611,LA,louisiana
2017,0.2238131122833459,LA,louisiana
2018,0.2566489361702128,LA,louisiana
2019,0.253103448275862,LA,louisiana
2020,0.2349137931034483,LA,louisiana
2021,0.2578397212543554,LA,louisiana
