iso_code3,Region,Year,nemomod_entc_frac_min_share_production_pp_biomass
LA,louisiana,2015,0.016149959476107284
LA,louisiana,2016,0.015883245667934445
LA,louisiana,2017,0.01594847058733227
LA,louisiana,2018,0.015115614377448343
LA,louisiana,2019,0.014294748015670378
LA,louisiana,2020,0.014058422566739143
LA,louisiana,2021,0.0135286939729575
LA,louisiana,2022,0.012636277286532915
LA,louisiana,2023,0.011447621943840325
LA,louisiana,2024,0.014563424853194114
