,iso_code3,Region,Year,consumpinit_inen_energy_total_pj_agriculture_and_livestock
0,LA,louisiana,2010,84.8743663632
1,LA,louisiana,2011,80.01284269826
2,LA,louisiana,2012,75.49507348110001
3,LA,louisiana,2013,77.09719401720001
4,LA,louisiana,2014,76.08795436136
5,LA,louisiana,2015,76.4616845712
6,LA,louisiana,2016,78.41278268207999
7,LA,louisiana,2017,82.03377323384
8,LA,louisiana,2018,82.58149811794999
9,LA,louisiana,2019,84.89454649533
10,LA,louisiana,2020,82.5143531379
