Year,frac_trns_fuelmix_public_gasoline
2008,0.03605408112168253
2009,0.039
2010,0.04046242774566475
2011,0.04010282776349614
2012,0.04354354354354354
2013,0.0435847208619001
2014,0.0446168768186227
2015,0.04390725209669462
2016,0.04309927360774818
2017,0.044938719927371765
2018,0.046460176991150445
2019,0.04647006255585344
