"iso_code3","Year","frac_waso_initial_composition_ind_metal"
"LA",2010,0.078125
"LA",2011,0.078125
"LA",2012,0.078125
"LA",2013,0.078125
"LA",2014,0.078125
"LA",2015,0.078125
"LA",2016,0.078125
"LA",2017,0.078125
"LA",2018,0.078125
"LA",2019,0.078125
"LA",2020,0.078125
